interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
SEMA6B_PLXNA4,SEMA6,SEMA6B,PLXNA4,,,,,Cell-Cell Contact,SEMA6B - PLXNA4,PMID: 27533782,False,SEMA6B,Semaphorin,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Methylation, Glycoprotein, Signal, Developmental protein, Reference proteome, Neurodegeneration, Epilepsy, Transmembrane helix, Cell membrane, Direct protein sequencing",,,PLXNA4,Plexin,Cell membrane,"Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SEMA7A_ITGB1_ITGA1,SEMA7,SEMA7A,ITGB1_ITGA1,,,,,Cell-Cell Contact,SEMA7A - (ITGB1+ITGA1),PMID: 22325954,False,SEMA7A,Semaphorin,"GPI-anchor, Cell membrane","Membrane, Disulfide bond, Differentiation, Neurogenesis, Alternative splicing, Methylation, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Lipoprotein, GPI-anchor, Cell membrane, 3D-structure, Intrahepatic cholestasis, Inflammatory response",,True,"ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
SEMA7A_PLXNC1,SEMA7,SEMA7A,PLXNC1,,,,,Cell-Cell Contact,SEMA7A - PLXNC1,PMID: 27533782,False,SEMA7A,Semaphorin,"GPI-anchor, Cell membrane","Membrane, Disulfide bond, Differentiation, Neurogenesis, Alternative splicing, Methylation, Glycoprotein, Disease variant, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Lipoprotein, GPI-anchor, Cell membrane, 3D-structure, Intrahepatic cholestasis, Inflammatory response",,True,PLXNC1,Plexin,Membrane,"Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SIGLEC1_SPN,SN,SIGLEC1,SPN,,,,,Cell-Cell Contact,SIGLEC1 - SPN,KEGG: hsa04514; PMID: 11238599,False,SIGLEC1,"Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin)","Cell membrane, Secreted","Lectin, Endocytosis, Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Repeat, Cell adhesion, Glycoprotein",secreted,True,SPN,,"Microvillus, Uropodium, Cell projection, Membrane","Cell projection, Ubl conjugation, Membrane, Signal, Reference proteome, Nucleus, Phosphoprotein, Transmembrane helix, Transmembrane, Direct protein sequencing, Glycoprotein",Unclassified,Unclassified,,,True,CellChatDB v1
THY1_ITGAM_ITGB2,THY1,THY1,ITGAM_ITGB2,,,,,Cell-Cell Contact,THY1 - (ITGAM+ITGB2),PMID: 15850796,False,THY1,,"Cell membrane, GPI-anchor","Membrane, Signal, Reference proteome, Pyrrolidone carboxylic acid, Immunoglobulin domain, Lipoprotein, GPI-anchor, Phosphoprotein, Disulfide bond, Cell membrane, Glycoprotein",,True,"ITGAM, ITGB2","Integrin alpha chain, Integrin beta chain","Membrane raft, Cell membrane","Systemic lupus erythematosus, Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Innate immunity, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Phagocytosis, Disease variant, Pyrrolidone carboxylic acid, Phosphoprotein",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
THY1_ITGAX_ITGB2,THY1,THY1,ITGAX_ITGB2,,,,,Cell-Cell Contact,THY1 - (ITGAX+ITGB2),PMID: 15850796,False,THY1,,"Cell membrane, GPI-anchor","Membrane, Signal, Reference proteome, Pyrrolidone carboxylic acid, Immunoglobulin domain, Lipoprotein, GPI-anchor, Phosphoprotein, Disulfide bond, Cell membrane, Glycoprotein",,True,"ITGAX, ITGB2","Integrin alpha chain, Integrin beta chain","Membrane, Membrane raft, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Phagocytosis, Disease variant, Pyrrolidone carboxylic acid, Cell membrane, Phosphoprotein",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
THY1_ITGAV_ITGB3,THY1,THY1,ITGAV_ITGB3,,,,,Cell-Cell Contact,THY1 - (ITGAV+ITGB3),PMID: 29212879; PMID: 18346467,True,THY1,,"Cell membrane, GPI-anchor","Membrane, Signal, Reference proteome, Pyrrolidone carboxylic acid, Immunoglobulin domain, Lipoprotein, GPI-anchor, Phosphoprotein, Disulfide bond, Cell membrane, Glycoprotein",,True,"ITGAV, ITGB3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v1
ITGA4_ITGB1_VCAM1,VCAM,ITGA4_ITGB1,VCAM1,,,,,Cell-Cell Contact,VCAM1 - (ITGA4+ITGB1),KEGG: hsa04514,False,"ITGA4, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Cell projection, Cell membrane, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation",,True,VCAM1,,Membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Cell adhesion, Glycoprotein",Unclassified,Unclassified,,,True,CellChatDB v1
ITGA9_ITGB1_VCAM1,VCAM,ITGA9_ITGB1,VCAM1,,,,,Cell-Cell Contact,VCAM1 - (ITGA9+ITGB1),KEGG: hsa04514,False,"ITGA9, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Calcium, Receptor, Glycoprotein, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Myogenesis, Ubl conjugation",,True,VCAM1,,Membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Cell adhesion, Glycoprotein",Unclassified,Unclassified,,,True,CellChatDB v1
ITGA4_ITGB7_VCAM1,VCAM,ITGA4_ITGB7,VCAM1,,,,,Cell-Cell Contact,VCAM1 - (ITGA4+ITGB7),KEGG: hsa04514,False,"ITGA4, ITGB7","Integrin alpha chain, Integrin beta chain",Membrane,"Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Repeat, Host cell receptor for virus entry, Magnesium",,True,VCAM1,,Membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Cell adhesion, Glycoprotein",Unclassified,Unclassified,,,True,CellChatDB v1
VSIR_IGSF11,VISTA,VSIR,IGSF11,,,,,Cell-Cell Contact,VSIR - IGSF11,KEGG: hsa04514,False,VSIR,,Cell membrane,"Membrane, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Direct protein sequencing, Receptor, 3D-structure, Glycoprotein",,True,IGSF11,,Cell membrane,"Membrane, Signal, Growth regulation, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, Methylation, Cell adhesion, Glycoprotein",Receptors,IG;OtherOther,,,,CellChatDB v1
CDH3_CDH3,CDH,CDH3,CDH3,,,,,Cell-Cell Contact,CDH3 - CDH3,KEGG: hsa04514,False,CDH3,,Cell membrane,"Membrane, Transmembrane, Sensory transduction, Alternative splicing, Glycoprotein, Disease variant, Vision, Hypotrichosis, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Cleavage on pair of basic residues, Ectodermal dysplasia, 3D-structure, Cell adhesion, Repeat",,True,CDH3,,Cell membrane,"Membrane, Transmembrane, Sensory transduction, Alternative splicing, Glycoprotein, Disease variant, Vision, Hypotrichosis, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Cleavage on pair of basic residues, Ectodermal dysplasia, 3D-structure, Cell adhesion, Repeat",Miscellaneous,CadherinClassic;StructuralAndAdhesion,,,True,CellChatDB v2
CDH12_ITGA1_ITGB1,CDH,CDH12,ITGA1_ITGB1,,,,,Cell-Cell Contact,CDH12 - (ITGA1+ITGB1),PMID: 34385456,False,CDH12,,Cell membrane,"Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Calcium, Cleavage on pair of basic residues, Alternative splicing, Glycoprotein, Cell adhesion, Repeat",,,"ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation",Receptors,Integrin;Other_receptors,Adhesion receptor,,True,CellChatDB v2
DSC1_DSG3,DESMOSOME,DSC1,DSG3,,,,,Cell-Cell Contact,DSC1 - DSG3,PMID: 27298358,False,DSC1,,"Desmosome, Cell membrane, Cell junction","Membrane, Transmembrane, Alternative splicing, Glycoprotein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat",,True,DSG3,,"Desmosome, Cell membrane, Cell junction","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Metal-binding, Transmembrane, Calcium, Cleavage on pair of basic residues, Glycoprotein, 3D-structure, Cell junction, Cell adhesion, Repeat",Miscellaneous,CadherinOther;StructuralAndAdhesion,,,,CellChatDB v2
DSC1_DSG4,DESMOSOME,DSC1,DSG4,,,,,Cell-Cell Contact,DSC1 - DSG4,PMID: 27298358,False,DSC1,,"Desmosome, Cell membrane, Cell junction","Membrane, Transmembrane, Alternative splicing, Glycoprotein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat",,True,DSG4,,"Desmosome, Cell membrane, Cell junction","Membrane, Transmembrane, Alternative splicing, Glycoprotein, Disease variant, Hypotrichosis, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Cleavage on pair of basic residues, Cell junction, Cell adhesion, Repeat",Miscellaneous,CadherinOther;StructuralAndAdhesion,,,,CellChatDB v2
SEMA6B_PLXNA2,SEMA6,SEMA6B,PLXNA2,,,,,Cell-Cell Contact,SEMA6B - PLXNA2,PMID: 27533782,False,SEMA6B,Semaphorin,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Methylation, Glycoprotein, Signal, Developmental protein, Reference proteome, Neurodegeneration, Epilepsy, Transmembrane helix, Cell membrane, Direct protein sequencing",,,PLXNA2,Plexin,Cell membrane,"Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SEMA4A_PLXNB1,SEMA4,SEMA4A,PLXNB1,,,,,Cell-Cell Contact,SEMA4A - PLXNB1,PMID: 27533782,False,SEMA4A,Semaphorin,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa",,True,PLXNB1,Plexin,"Cell membrane, Secreted","Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,secreted,True,CellChatDB v1
SEMA4A_PLXNB2,SEMA4,SEMA4A,PLXNB2,,,,,Cell-Cell Contact,SEMA4A - PLXNB2,PMID: 27533782,False,SEMA4A,Semaphorin,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa",,True,PLXNB2,Plexin,Cell membrane,"Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SEMA4A_PLXNB3,SEMA4,SEMA4A,PLXNB3,,,,,Cell-Cell Contact,SEMA4A - PLXNB3,PMID: 27533782,False,SEMA4A,Semaphorin,Cell membrane,"Immunity, Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Adaptive immunity, Glycoprotein, Disease variant, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Cone-rod dystrophy, Angiogenesis, Retinitis pigmentosa",,True,PLXNB3,Plexin,Cell membrane,"Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SEMA4D_PLXNB1,SEMA4,SEMA4D,PLXNB1,,,,,Cell-Cell Contact,SEMA4D - PLXNB1,PMID: 27533782,False,SEMA4D,Semaphorin,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure",,True,PLXNB1,Plexin,"Cell membrane, Secreted","Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Secreted, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,secreted,True,CellChatDB v1
SEMA4D_PLXNB2,SEMA4,SEMA4D,PLXNB2,,,,,Cell-Cell Contact,SEMA4D - PLXNB2,PMID: 27533782,False,SEMA4D,Semaphorin,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure",,True,PLXNB2,Plexin,Cell membrane,"Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SEMA4D_PLXNB3,SEMA4,SEMA4D,PLXNB3,,,,,Cell-Cell Contact,SEMA4D - PLXNB3,PMID: 27533782,False,SEMA4D,Semaphorin,Cell membrane,"Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure",,True,PLXNB3,Plexin,Cell membrane,"Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
SEMA4C_PLXNB2,SEMA4,SEMA4C,PLXNB2,,,,,Cell-Cell Contact,SEMA4C - PLXNB2,PMID: 27533782,False,SEMA4C,Semaphorin,"Postsynaptic density membrane, Cytoplasmic vesicle, Synaptic vesicle membrane, Secretory vesicle","Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Cytoplasmic vesicle, Glycoprotein, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Postsynaptic cell membrane, Synapse, 3D-structure",,True,PLXNB2,Plexin,Cell membrane,"Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, 3D-structure, Glycoprotein",Receptors,Other_receptors;Plexin,,,True,CellChatDB v1
